;;Visual Properties;;;;;Labels;;;Graph Metrics;Do Not Edit;;Other Columns;;;;;;;;;;;;
Vertex 1;Vertex 2;Color;Width;Style;Opacity;Visibility;Label;Label Text Color;Label Font Size;Reciprocated?;ID;Dynamic Filter;Add Your Own Columns Here;Relationship;Relationship Date (UTC);Tweet;URLs in Tweet;Domains in Tweet;Hashtags in Tweet;Tweet Date (UTC);Twitter Page for Tweet;Latitude;Longitude;Imported ID;In-Reply-To Tweet ID
thejxr1;thejxr1;;;;;;;;;;;;;Tweet;27/05/2022 01:17;#SafeTf2 https://t.co/QYZXcqh6ig;;;safetf2;27/05/2022 01:17;https://twitter.com/#!/thejxr1/status/1529995220749803523;;;1529995220749803523;
thejxr1;thejxr1;;;;;;;;;;;;;Tweet;27/05/2022 01:40;How could valve abandon this Fun, wacky, incredible Game? It makes no sense man.  So for all the peeps that   enjoy… https://t.co/UbIxHXB24Y;https://twitter.com/i/web/status/1530000873564274689;twitter.com;;27/05/2022 01:40;https://twitter.com/#!/thejxr1/status/1530000873564274689;;;1530000873564274689;
r0ch4glz;amarillitadaira;;;;;;;;;;;;;Mentions;27/05/2022 01:40;"RT @AmarillitaDaira: ESTOY TAN FELIZ QUE HICE ESTO AAAAAAA

GRACIAS POR TANTO Y PERDÓN POR TAN POCO TF2 MUA MUA 💛💛💛💛

#SafeTF2 #ThankYou !!…";;;safetf2 thankyou;27/05/2022 01:40;https://twitter.com/#!/r0ch4glz/status/1530001066514960384;;;1530001066514960384;
killtime01;killtime01;;;;;;;;;;;;;Tweet;27/05/2022 01:47;#SafeTF2 I have had this game and enjoyed it since 2007. 2 0 0 7. Name a game that has had this level of constant p… https://t.co/KhJ5Bl3bjS;https://twitter.com/i/web/status/1530002700985061376;twitter.com;safetf2;27/05/2022 01:47;https://twitter.com/#!/killtime01/status/1530002700985061376;;;1530002700985061376;
naofumi26255364;naofumi26255364;;;;;;;;;;;;;Tweet;27/05/2022 01:48;"#SafeTF2 
To the game that has been there since I was young 
The game that brought out my nerd self and met some ve… https://t.co/OrGq2iZlDw";https://twitter.com/i/web/status/1530002901124251648;twitter.com;safetf2;27/05/2022 01:48;https://twitter.com/#!/naofumi26255364/status/1530002901124251648;;;1530002901124251648;
longrangedog;longrangedog;;;;;;;;;;;;;Tweet;27/05/2022 01:48;There's no point in the #SafeTF2 hash..... https://t.co/gPEccL1IMI;https://twitter.com/TeamFortress/status/1529970640224018433;twitter.com;safetf2;27/05/2022 01:48;https://twitter.com/#!/longrangedog/status/1530003016681652236;;;1530003016681652236;
selevfour;facikwacik;;;;;;;;;;;;;Mentions;27/05/2022 01:52;RT @FacikWacik: My favorite game is dying 😪😓 #safetf2 https://t.co/TILdXHeC6Q;;;safetf2;27/05/2022 01:52;https://twitter.com/#!/selevfour/status/1530003965613592576;;;1530003965613592576;
tvrk777;tvrk777;;;;;;;;;;;;;Tweet;27/05/2022 02:09;#SafeTF2 https://t.co/xIEGvZrTZc;https://twitter.com/ShapedInternet/status/1530004087579738123;twitter.com;safetf2;27/05/2022 02:09;https://twitter.com/#!/tvrk777/status/1530008194541551620;;;1530008194541551620;
jugadordepley3;prophecyxoffic;;;;;;;;;;;;;Replies to;27/05/2022 02:10;@ProphecyxOffic #SafeTF2 https://t.co/k42s2QbvL7;;;safetf2;27/05/2022 02:10;https://twitter.com/#!/jugadordepley3/status/1530008461701877760;;;1530008461701877760;1529836185983623170
iberrykarsen;iberrykarsen;;;;;;;;;;;;;Tweet;26/05/2022 13:36;"#safetf2
TF2 is an amazing game and it sucks  to see its default mode basically left to rot with bots
It has amazin… https://t.co/luCxg9mTuQ";https://twitter.com/i/web/status/1529818648163979264;twitter.com;safetf2;26/05/2022 13:36;https://twitter.com/#!/iberrykarsen/status/1529818648163979264;;;1529818648163979264;
dude_stay;iberrykarsen;;;;;;;;;;;;;Mentions;26/05/2022 15:21;"RT @iBerryKarsen: #safetf2
TF2 is an amazing game and it sucks  to see its default mode basically left to rot with bots
It has amazing char…";;;safetf2;26/05/2022 15:21;https://twitter.com/#!/dude_stay/status/1529845175022809088;;;1529845175022809088;
geekgem1;iberrykarsen;;;;;;;;;;;;;Mentions;27/05/2022 02:38;"RT @iBerryKarsen: #safetf2
TF2 is an amazing game and it sucks  to see its default mode basically left to rot with bots
It has amazing char…";;;safetf2;27/05/2022 02:38;https://twitter.com/#!/geekgem1/status/1530015642727788544;;;1530015642727788544;
amarillitadaira;amarillitadaira;;;;;;;;;;;;;Tweet;27/05/2022 01:22;"ESTOY TAN FELIZ QUE HICE ESTO AAAAAAA

GRACIAS POR TANTO Y PERDÓN POR TAN POCO TF2 MUA MUA 💛💛💛💛

#SafeTF2 #ThankYou… https://t.co/Bmm7NE1h5C";https://twitter.com/i/web/status/1529996524331192320;twitter.com;safetf2 thankyou;27/05/2022 01:22;https://twitter.com/#!/amarillitadaira/status/1529996524331192320;;;1529996524331192320;
velentine__;amarillitadaira;;;;;;;;;;;;;Mentions;27/05/2022 03:06;"RT @AmarillitaDaira: ESTOY TAN FELIZ QUE HICE ESTO AAAAAAA

GRACIAS POR TANTO Y PERDÓN POR TAN POCO TF2 MUA MUA 💛💛💛💛

#SafeTF2 #ThankYou !!…";;;safetf2 thankyou;27/05/2022 03:06;https://twitter.com/#!/velentine__/status/1530022651372126225;;;1530022651372126225;
taunt_yt;taunt_yt;;;;;;;;;;;;;Tweet;27/05/2022 03:41;#SafeTF2 Hagan algo para tenerla mas gorda de la que la tienen.;;;safetf2;27/05/2022 03:41;https://twitter.com/#!/taunt_yt/status/1530031398890852352;;;1530031398890852352;
zzauza;zzauza;;;;;;;;;;;;;Tweet;27/05/2022 03:59;Ну пусть и моё сообщение добавится к остальным, кто участвует #SafeTF2;;;safetf2;27/05/2022 03:59;https://twitter.com/#!/zzauza/status/1530035853698994184;;;1530035853698994184;
nathaniel165579;shorktf2;;;;;;;;;;;;;Mentions;27/05/2022 04:05;RT @ShorKtf2: Oh and also  I don't have anything against the dude at all!! We talked in dm's about this it's just that he's using the #safe…;;;;27/05/2022 04:05;https://twitter.com/#!/nathaniel165579/status/1530037430597914646;;;1530037430597914646;
browy01;browy01;;;;;;;;;;;;;Tweet;27/05/2022 04:42;#safetf2 BLOODY BASTARDS;;;safetf2;27/05/2022 04:42;https://twitter.com/#!/browy01/status/1530046834735202304;;;1530046834735202304;
iamcoolinnit;teamfortress;;;;;;;;;;;;;Replies to;27/05/2022 04:50;@TeamFortress BRO WTF #SAFETF2, OMG MY FUCKING GOSDH, BEEN WITIN LIEK B3-5 YEARS, BIDKDKDKDKDKD;;;safetf2;27/05/2022 04:50;https://twitter.com/#!/iamcoolinnit/status/1530048820394217472;;;1530048820394217472;1529970640224018433
whipeeeee;716s02;;;;;;;;;;;;;Replies to;27/05/2022 05:23;@716s02 #SafeTF2;;;safetf2;27/05/2022 05:23;https://twitter.com/#!/whipeeeee/status/1530057195567448064;;;1530057195567448064;1530030623230164992
dejdothecringe;dejdothecringe;;;;;;;;;;;;;Tweet;27/05/2022 05:46;Dear community! We all prpbably know that we've been heard, but we are far from over! I encourage all of you, to th… https://t.co/xTPlGzsTCO;https://twitter.com/i/web/status/1530062916698968066;twitter.com;;27/05/2022 05:46;https://twitter.com/#!/dejdothecringe/status/1530062916698968066;;;1530062916698968066;
daniel_joestarr;daniel_joestarr;;;;;;;;;;;;;Tweet;27/05/2022 05:46;"WEEE NEEEDDDDDD FEMALE SPY RIGHT?

#SafeTF2";;;safetf2;27/05/2022 05:46;https://twitter.com/#!/daniel_joestarr/status/1530062783135379456;;;1530062783135379456;
daniel_joestarr;valvesoftware;;;;;;;;;;;;;Mentions;27/05/2022 05:48;"waiting sex update @valvesoftware 
#safetf2";;;safetf2;27/05/2022 05:48;https://twitter.com/#!/daniel_joestarr/status/1530063309671567360;;;1530063309671567360;
nutzoze;nutzoze;;;;;;;;;;;;;Tweet;27/05/2022 06:18;#SafeTF2 I’m not recognised by the TF2 community at all. I make not the best videos and have under 60 subs. Anyway.… https://t.co/R4xR8h7Iyx;https://twitter.com/i/web/status/1530071003254386688;twitter.com;safetf2;27/05/2022 06:18;https://twitter.com/#!/nutzoze/status/1530071003254386688;;;1530071003254386688;
flettive;flettive;;;;;;;;;;;;;Tweet;27/05/2022 06:54;🥲Finally, after so many years. They are doing something! Thank you #safetf2 https://t.co/vYCUxJADY8;https://twitter.com/TeamFortress/status/1529970640224018433;twitter.com;safetf2;27/05/2022 06:54;https://twitter.com/#!/flettive/status/1530079944600084480;;;1530079944600084480;
paulussoler;paulussoler;;;;;;;;;;;;;Tweet;26/05/2022 20:17;#safeTF2 https://t.co/XHeUOpWvbL;;;safetf2;26/05/2022 20:17;https://twitter.com/#!/paulussoler/status/1529919643636355093;;;1529919643636355093;
paulussoler;paulussoler;;;;;;;;;;;;;Tweet;27/05/2022 07:47;#SafeTF2 Un rato mas tarde para relajarme (y trabajar xd) Sigo optimista pero hasta que no tomen una acción directa… https://t.co/eIXygaKISX;https://twitter.com/i/web/status/1530093267487965184;twitter.com;safetf2;27/05/2022 07:47;https://twitter.com/#!/paulussoler/status/1530093267487965184;;;1530093267487965184;1530058892901769216
yauntihunter;nyahnyahnikkini;;;;;;;;;;;;;Mentions;27/05/2022 08:03;RT @nyahnyahnikkini: I love tf2. such an amazing and timeless game, my first pc game that got me to where I am now, a full pc gamer and str…;;;;27/05/2022 08:03;https://twitter.com/#!/yauntihunter/status/1530097286575013889;;;1530097286575013889;
mnightangle;shorktf2;;;;;;;;;;;;;Mentions;27/05/2022 08:28;RT @ShorKtf2: Oh and also  I don't have anything against the dude at all!! We talked in dm's about this it's just that he's using the #safe…;;;;27/05/2022 08:28;https://twitter.com/#!/mnightangle/status/1530103549287350272;;;1530103549287350272;
sir_pew_pew_pew;sir_pew_pew_pew;;;;;;;;;;;;;Tweet;27/05/2022 08:33;#SafeTF2;;;safetf2;27/05/2022 08:33;https://twitter.com/#!/sir_pew_pew_pew/status/1530104882224562176;;;1530104882224562176;
fazbear38;fazbear38;;;;;;;;;;;;;Tweet;27/05/2022 08:49;#SafeTF2;;;safetf2;27/05/2022 08:49;https://twitter.com/#!/fazbear38/status/1530108989333184512;;;1530108989333184512;
dedoubleyouel;dedoubleyouel;;;;;;;;;;;;;Tweet;27/05/2022 02:25;#safetf2 I'm super late to the show, mostly because I didn't know what to say and I'm pessimistic that anything wil… https://t.co/BlE3OBepq4;https://twitter.com/i/web/status/1530012197828452353;twitter.com;safetf2;27/05/2022 02:25;https://twitter.com/#!/dedoubleyouel/status/1530012197828452353;;;1530012197828452353;
maddindono;dedoubleyouel;;;;;;;;;;;;;Mentions;27/05/2022 08:58;RT @DeDoubleYouEl: #safetf2 I'm super late to the show, mostly because I didn't know what to say and I'm pessimistic that anything will cha…;;;safetf2;27/05/2022 08:58;https://twitter.com/#!/maddindono/status/1530111204210921473;;;1530111204210921473;
300gprotein;300gprotein;;;;;;;;;;;;;Tweet;27/05/2022 09:41;It was my safes pace, my escape from daily struggles. It was a beautiful place for me back then when I needed it. N… https://t.co/Z6q1dGZ5Ct;https://twitter.com/i/web/status/1530122002014605312;twitter.com;;27/05/2022 09:41;https://twitter.com/#!/300gprotein/status/1530122002014605312;;;1530122002014605312;
cedricolly1;zeosite;;;;;;;;;;;;;Mentions;27/05/2022 09:48;"@iBlali @ZeoSite 
Eure Meinung dazu das TeamFortress2 komplett vernachlässigt wird und unspielbar ist?
#safetf2 #Nichtmehrganztwitter";;;safetf2 nichtmehrganztwitter;27/05/2022 09:48;https://twitter.com/#!/cedricolly1/status/1530123790415540224;;;1530123790415540224;
cedricolly1;iblali;;;;;;;;;;;;;Replies to;27/05/2022 09:48;"@iBlali @ZeoSite 
Eure Meinung dazu das TeamFortress2 komplett vernachlässigt wird und unspielbar ist?
#safetf2 #Nichtmehrganztwitter";;;safetf2 nichtmehrganztwitter;27/05/2022 09:48;https://twitter.com/#!/cedricolly1/status/1530123790415540224;;;1530123790415540224;
sirhydee;sirhydee;;;;;;;;;;;;;Tweet;27/05/2022 10:02;"""Don't be Doo Doo, Valve"" #SafeTF2 https://t.co/PUavdcbbsp";;;safetf2;27/05/2022 10:02;https://twitter.com/#!/sirhydee/status/1530127232106172416;;;1530127232106172416;1530126994222071809
lambdagenposts;lambdagenposts;;;;;;;;;;;;;Tweet;27/05/2022 10:48;"A mashup of Rocket Jump Waltz and Triage at Dawn.
Also #SafeTF2 everybody!!

By Vandoorea in Fan music… https://t.co/kMm00oWTea";https://twitter.com/i/web/status/1530138806401253377;twitter.com;safetf2;27/05/2022 10:48;https://twitter.com/#!/lambdagenposts/status/1530138806401253377;;;1530138806401253377;
kronas_;kronas_;;;;;;;;;;;;;Tweet;27/05/2022 10:58;Why not #safetf2 ?;;;safetf2;27/05/2022 10:58;https://twitter.com/#!/kronas_/status/1530141388154843137;;;1530141388154843137;
beholdtheimp;beholdtheimp;;;;;;;;;;;;;Tweet;27/05/2022 11:30;#SafeTF2  cuz why not;;;safetf2;27/05/2022 11:30;https://twitter.com/#!/beholdtheimp/status/1530149462013890560;;;1530149462013890560;
ffarquhard;ffarquhard;;;;;;;;;;;;;Tweet;26/05/2022 17:03;"#SafeTF2 

Please i want to play the funny war themed hat simulator again without being flooded by bots or having t… https://t.co/hOA4GtmpeH";https://twitter.com/i/web/status/1529870818347520000;twitter.com;safetf2;26/05/2022 17:03;https://twitter.com/#!/ffarquhard/status/1529870818347520000;;;1529870818347520000;
northwestrdude;ffarquhard;;;;;;;;;;;;;Mentions;27/05/2022 11:31;"RT @FfarquharD: #SafeTF2 

Please i want to play the funny war themed hat simulator again without being flooded by bots or having to suffer…";;;safetf2;27/05/2022 11:31;https://twitter.com/#!/northwestrdude/status/1530149719418187776;;;1530149719418187776;
cheese_manss;cheese_manss;;;;;;;;;;;;;Tweet;27/05/2022 11:50;#SafeTF2 when tf3 daddy ben;;;safetf2;27/05/2022 11:50;https://twitter.com/#!/cheese_manss/status/1530154446310625280;;;1530154446310625280;
shorktf2;shorktf2;;;;;;;;;;;;;Tweet;26/05/2022 20:20;Oh and also  I don't have anything against the dude at all!! We talked in dm's about this it's just that he's using… https://t.co/9jpLOBwpG3;https://twitter.com/i/web/status/1529920413526020118;twitter.com;;26/05/2022 20:20;https://twitter.com/#!/shorktf2/status/1529920413526020118;;;1529920413526020118;1529890964118061056
stanek21111;shorktf2;;;;;;;;;;;;;Mentions;27/05/2022 12:22;RT @ShorKtf2: Oh and also  I don't have anything against the dude at all!! We talked in dm's about this it's just that he's using the #safe…;;;;27/05/2022 12:22;https://twitter.com/#!/stanek21111/status/1530162521876856832;;;1530162521876856832;
nyahnyahnikkini;nyahnyahnikkini;;;;;;;;;;;;;Tweet;26/05/2022 13:40;I love tf2. such an amazing and timeless game, my first pc game that got me to where I am now, a full pc gamer and… https://t.co/xESFzVQUaa;https://twitter.com/i/web/status/1529819822451740672;twitter.com;;26/05/2022 13:40;https://twitter.com/#!/nyahnyahnikkini/status/1529819822451740672;;;1529819822451740672;
josh47157753;nyahnyahnikkini;;;;;;;;;;;;;Mentions;27/05/2022 12:47;RT @nyahnyahnikkini: I love tf2. such an amazing and timeless game, my first pc game that got me to where I am now, a full pc gamer and str…;;;;27/05/2022 12:47;https://twitter.com/#!/josh47157753/status/1530168943574495232;;;1530168943574495232;
kapikropi;kapikropi;;;;;;;;;;;;;Tweet;27/05/2022 12:51;#SafeTF2  #nashigupibut;;;safetf2 nashigupibut;27/05/2022 12:51;https://twitter.com/#!/kapikropi/status/1530169715800297476;;;1530169715800297476;
facikwacik;facikwacik;;;;;;;;;;;;;Tweet;25/05/2022 12:18;My favorite game is dying 😪😓 #safetf2 https://t.co/TILdXHeC6Q;;;safetf2;25/05/2022 12:18;https://twitter.com/#!/facikwacik/status/1529436654167109637;;;1529436654167109637;
victorwallec;facikwacik;;;;;;;;;;;;;Mentions;26/05/2022 11:22;RT @FacikWacik: My favorite game is dying 😪😓 #safetf2 https://t.co/TILdXHeC6Q;;;safetf2;26/05/2022 11:22;https://twitter.com/#!/victorwallec/status/1529785072538329088;;;1529785072538329088;
derdiedasjan136;derdiedasjan136;;;;;;;;;;;;;Tweet;26/05/2022 08:26;Today is the Day Today we will safe Tf2 Valve cant Ignore us Forever So Help us to Safe tf2 #SafeTF2 #TF2 https://t.co/EHBOPgN8wi;;;safetf2 tf2;26/05/2022 08:26;https://twitter.com/#!/derdiedasjan136/status/1529740722290696192;;;1529740722290696192;
victorwallec;derdiedasjan136;;;;;;;;;;;;;Mentions;26/05/2022 11:22;RT @derdiedasjan136: Today is the Day Today we will safe Tf2 Valve cant Ignore us Forever So Help us to Safe tf2 #SafeTF2 #TF2 https://t.co…;;;safetf2 tf2;26/05/2022 11:22;https://twitter.com/#!/victorwallec/status/1529785093602086920;;;1529785093602086920;
dude_stay;dude_stay;;;;;;;;;;;;;Tweet;25/05/2022 14:52;Plz help us save the this game from crazy bots and help join the tf2 community. #SafeTF2 https://t.co/YzjzgfiUe9;;;safetf2;25/05/2022 14:52;https://twitter.com/#!/dude_stay/status/1529475392079220736;;;1529475392079220736;
dude_stay;dude_stay;;;;;;;;;;;;;Tweet;26/05/2022 15:25;Nice going guys #SafeTF2 https://t.co/mXIfiyf4Nh;;;safetf2;26/05/2022 15:25;https://twitter.com/#!/dude_stay/status/1529846158239051776;;;1529846158239051776;
victorwallec;dude_stay;;;;;;;;;;;;;Mentions;26/05/2022 11:22;RT @dude_stay: Plz help us save the this game from crazy bots and help join the tf2 community. #SafeTF2 https://t.co/YzjzgfiUe9;;;safetf2;26/05/2022 11:22;https://twitter.com/#!/victorwallec/status/1529785113675972609;;;1529785113675972609;
ciejezus;ciejezus;;;;;;;;;;;;;Tweet;26/05/2022 07:44;#safeTF2. Pierwsza taka dobra gra i ostatnia ratować!!!! https://t.co/S5u9ZPPuFt;;;safetf2;26/05/2022 07:44;https://twitter.com/#!/ciejezus/status/1529730288175259652;;;1529730288175259652;
victorwallec;ciejezus;;;;;;;;;;;;;Mentions;26/05/2022 11:23;RT @CieJezus: #safeTF2. Pierwsza taka dobra gra i ostatnia ratować!!!! https://t.co/S5u9ZPPuFt;;;safetf2;26/05/2022 11:23;https://twitter.com/#!/victorwallec/status/1529785190674989057;;;1529785190674989057;
osoponso;osoponso;;;;;;;;;;;;;Tweet;25/05/2022 22:32;"Today is the day. Mercenaries, reunite.
#SafeTF2 #safeTF2";;;safetf2 safetf2;25/05/2022 22:32;https://twitter.com/#!/osoponso/status/1529591269726593024;;;1529591269726593024;
osoponso;osoponso;;;;;;;;;;;;;Tweet;26/05/2022 05:41;Buenos días, hoy es un maravilloso día para pedir a Valve que salve su juego más abandonado, juego que tras 15 AÑOS… https://t.co/rwxmp7KPCt;https://twitter.com/i/web/status/1529699181505523712;twitter.com;;26/05/2022 05:41;https://twitter.com/#!/osoponso/status/1529699181505523712;;;1529699181505523712;
victorwallec;osoponso;;;;;;;;;;;;;Mentions;26/05/2022 11:23;RT @osoponso: Buenos días, hoy es un maravilloso día para pedir a Valve que salve su juego más abandonado, juego que tras 15 AÑOS sigue ten…;;;;26/05/2022 11:23;https://twitter.com/#!/victorwallec/status/1529785224049135617;;;1529785224049135617;
zoomviex;valvesoftware;;;;;;;;;;;;;Replies to;25/05/2022 22:46;@valvesoftware please #SafeTF2 https://t.co/xyR7Q5BwRW;;;safetf2;25/05/2022 22:46;https://twitter.com/#!/zoomviex/status/1529594772402360320;;;1529594772402360320;
victorwallec;valvesoftware;;;;;;;;;;;;;Mentions;26/05/2022 11:23;RT @ZoomvieX: @valvesoftware please #SafeTF2 https://t.co/xyR7Q5BwRW;;;safetf2;26/05/2022 11:23;https://twitter.com/#!/victorwallec/status/1529785313765335042;;;1529785313765335042;
victorwallec;zoomviex;;;;;;;;;;;;;Mentions;26/05/2022 11:23;RT @ZoomvieX: @valvesoftware please #SafeTF2 https://t.co/xyR7Q5BwRW;;;safetf2;26/05/2022 11:23;https://twitter.com/#!/victorwallec/status/1529785313765335042;;;1529785313765335042;
pogo_the_goat;pogo_the_goat;;;;;;;;;;;;;Tweet;26/05/2022 07:11;Them. Today we only ask for one thing, that you heard our voice and #SafeTF2 from the plague of bots so other peopl… https://t.co/fqPTdgkkPc;https://twitter.com/i/web/status/1529721972552253441;twitter.com;safetf2;26/05/2022 07:11;https://twitter.com/#!/pogo_the_goat/status/1529721972552253441;;;1529721972552253441;1529721959650557958
