;;Visual Properties;;;;;Labels;;;Graph Metrics;Do Not Edit;;Other Columns;;;;;;;;;;;;
Vertex 1;Vertex 2;Color;Width;Style;Opacity;Visibility;Label;Label Text Color;Label Font Size;Reciprocated?;ID;Dynamic Filter;Add Your Own Columns Here;Relationship;Relationship Date (UTC);Tweet;URLs in Tweet;Domains in Tweet;Hashtags in Tweet;Tweet Date (UTC);Twitter Page for Tweet;Latitude;Longitude;Imported ID;In-Reply-To Tweet ID
simon_word;ishipaelmaldito;;;;;;;;;;;;;Mentions;26/05/2022 17:57;"RT @Ishipaelmaldito: Some propaganda here
#SafeTF2 https://t.co/SdEYnKgtfX";;;safetf2;26/05/2022 17:57;https://twitter.com/#!/simon_word/status/1529884368080187398;;;1529884368080187398;
prajzaa;prajzaa;;;;;;;;;;;;;Tweet;26/05/2022 04:39;#SafeTF2 this game is making me happy;;;safetf2;26/05/2022 04:39;https://twitter.com/#!/prajzaa/status/1529683678212902912;;;1529683678212902912;
simon_word;prajzaa;;;;;;;;;;;;;Mentions;26/05/2022 17:57;RT @PrajzaA: #SafeTF2 this game is making me happy;;;safetf2;26/05/2022 17:57;https://twitter.com/#!/simon_word/status/1529884388133318657;;;1529884388133318657;
boxv88;boxv88;;;;;;;;;;;;;Tweet;26/05/2022 17:56;#safetf2 Team Fortress 2 was a great game and I do really like the characters, such as Scout. This game is one of m… https://t.co/kr1wirN9eV;https://twitter.com/i/web/status/1529884129331904513;twitter.com;safetf2;26/05/2022 17:56;https://twitter.com/#!/boxv88/status/1529884129331904513;;;1529884129331904513;
simon_word;boxv88;;;;;;;;;;;;;Mentions;26/05/2022 17:57;RT @BoxV88: #safetf2 Team Fortress 2 was a great game and I do really like the characters, such as Scout. This game is one of my favorites…;;;safetf2;26/05/2022 17:57;https://twitter.com/#!/simon_word/status/1529884410014736384;;;1529884410014736384;
thewellclub;valvesoftware;;;;;;;;;;;;;Mentions;26/05/2022 16:50;#SafeTF2 @valvesoftware Respectfully fix your game, make it playable once again. A game like this shouldn’t die due… https://t.co/DcrO5gEDSD;https://twitter.com/i/web/status/1529867557129404416;twitter.com;safetf2;26/05/2022 16:50;https://twitter.com/#!/thewellclub/status/1529867557129404416;;;1529867557129404416;
simon_word;thewellclub;;;;;;;;;;;;;Mentions;26/05/2022 17:57;RT @thewellclub: #SafeTF2 @valvesoftware Respectfully fix your game, make it playable once again. A game like this shouldn’t die due to the…;;;safetf2;26/05/2022 17:57;https://twitter.com/#!/simon_word/status/1529884435230994451;;;1529884435230994451;
kingofgeeks1994;kingofgeeks1994;;;;;;;;;;;;;Tweet;26/05/2022 17:46;Please help the Bot Crises in our favourite game and just type #safeTF2.;;;safetf2;26/05/2022 17:46;https://twitter.com/#!/kingofgeeks1994/status/1529881769847230469;;;1529881769847230469;
simon_word;kingofgeeks1994;;;;;;;;;;;;;Mentions;26/05/2022 17:57;RT @KingOfGeeks1994: Please help the Bot Crises in our favourite game and just type #safeTF2.;;;safetf2;26/05/2022 17:57;https://twitter.com/#!/simon_word/status/1529884439408521217;;;1529884439408521217;
elfhirton1;elfhirton1;;;;;;;;;;;;;Tweet;26/05/2022 15:22;#SafeTF2  Tf2 p people who actually played tf2 and had fon from the game  really miss old times of the game. I stil… https://t.co/Gp7ZWg94Xn;https://twitter.com/i/web/status/1529845536861323265;twitter.com;safetf2;26/05/2022 15:22;https://twitter.com/#!/elfhirton1/status/1529845536861323265;;;1529845536861323265;
simon_word;elfhirton1;;;;;;;;;;;;;Mentions;26/05/2022 17:57;RT @Elfhirton1: #SafeTF2  Tf2 p people who actually played tf2 and had fon from the game  really miss old times of the game. I still rememb…;;;safetf2;26/05/2022 17:57;https://twitter.com/#!/simon_word/status/1529884456185741312;;;1529884456185741312;
nukeuak;nukeuak;;;;;;;;;;;;;Tweet;26/05/2022 11:33;#SafeTF2 lets fucking go https://t.co/kS65nKxLAZ;;;safetf2;26/05/2022 11:33;https://twitter.com/#!/nukeuak/status/1529787802593935360;;;1529787802593935360;
simon_word;nukeuak;;;;;;;;;;;;;Mentions;26/05/2022 17:57;RT @Nukeuak: #SafeTF2 lets fucking go https://t.co/kS65nKxLAZ;;;safetf2;26/05/2022 17:57;https://twitter.com/#!/simon_word/status/1529884472153358336;;;1529884472153358336;
spoof_king;spoof_king;;;;;;;;;;;;;Tweet;26/05/2022 15:31;I've only been a part of this wonderful community for a couple weeks, and have felt so invited and welcomed by ever… https://t.co/Yk8tK8EruZ;https://twitter.com/i/web/status/1529847639994519552;twitter.com;;26/05/2022 15:31;https://twitter.com/#!/spoof_king/status/1529847639994519552;;;1529847639994519552;
simon_word;spoof_king;;;;;;;;;;;;;Mentions;26/05/2022 17:57;RT @Spoof_King: I've only been a part of this wonderful community for a couple weeks, and have felt so invited and welcomed by everyone I'v…;;;;26/05/2022 17:57;https://twitter.com/#!/simon_word/status/1529884484526649346;;;1529884484526649346;
yishayak;yishayak;;;;;;;;;;;;;Tweet;26/05/2022 15:42;One of my favorite games ever, it deserves to be around for generations.  #SafeTF2;;;safetf2;26/05/2022 15:42;https://twitter.com/#!/yishayak/status/1529850577160634368;;;1529850577160634368;
simon_word;yishayak;;;;;;;;;;;;;Mentions;26/05/2022 17:57;RT @YishayaK: One of my favorite games ever, it deserves to be around for generations.  #SafeTF2;;;safetf2;26/05/2022 17:57;https://twitter.com/#!/simon_word/status/1529884501945593863;;;1529884501945593863;
fanmakesart_;fanmakesart_;;;;;;;;;;;;;Tweet;26/05/2022 10:44;"I want to make special art for today but ha ha school 
#SafeTF2 https://t.co/d3Vcf2l4XC";;;safetf2;26/05/2022 10:44;https://twitter.com/#!/fanmakesart_/status/1529775466365669376;;;1529775466365669376;
simon_word;fanmakesart_;;;;;;;;;;;;;Mentions;26/05/2022 17:57;"RT @FanMakesArt_: I want to make special art for today but ha ha school 
#SafeTF2 https://t.co/d3Vcf2l4XC";;;safetf2;26/05/2022 17:57;https://twitter.com/#!/simon_word/status/1529884521772068872;;;1529884521772068872;
simon_word;facikwacik;;;;;;;;;;;;;Mentions;26/05/2022 03:27;RT @FacikWacik: My favorite game is dying 😪😓 #safetf2 https://t.co/TILdXHeC6Q;;;safetf2;26/05/2022 03:27;https://twitter.com/#!/simon_word/status/1529665376254152704;;;1529665376254152704;
simon_word;dude_stay;;;;;;;;;;;;;Mentions;26/05/2022 03:27;RT @dude_stay: Plz help us save the this game from crazy bots and help join the tf2 community. #SafeTF2 https://t.co/YzjzgfiUe9;;;safetf2;26/05/2022 03:27;https://twitter.com/#!/simon_word/status/1529665464791867392;;;1529665464791867392;
simon_word;osoponso;;;;;;;;;;;;;Mentions;26/05/2022 03:27;"RT @osoponso: Today is the day. Mercenaries, reunite.
#SafeTF2 #safeTF2";;;safetf2 safetf2;26/05/2022 03:27;https://twitter.com/#!/simon_word/status/1529665622338154501;;;1529665622338154501;
simon_word;valvesoftware;;;;;;;;;;;;;Mentions;26/05/2022 03:28;RT @ZoomvieX: @valvesoftware please #SafeTF2 https://t.co/xyR7Q5BwRW;;;safetf2;26/05/2022 03:28;https://twitter.com/#!/simon_word/status/1529665649840201729;;;1529665649840201729;
simon_word;zoomviex;;;;;;;;;;;;;Mentions;26/05/2022 03:28;RT @ZoomvieX: @valvesoftware please #SafeTF2 https://t.co/xyR7Q5BwRW;;;safetf2;26/05/2022 03:28;https://twitter.com/#!/simon_word/status/1529665649840201729;;;1529665649840201729;
simon_word;facikwacik;;;;;;;;;;;;;Mentions;26/05/2022 03:28;RT @FacikWacik: @IsThisYoshide #safetf2;;;safetf2;26/05/2022 03:28;https://twitter.com/#!/simon_word/status/1529665685521145856;;;1529665685521145856;
simon_word;valvesoftware;;;;;;;;;;;;;Mentions;26/05/2022 04:35;"RT @ReubenDollmanYT: I don't have any content to share

But please @valvesoftware #SafeTF2 
The game is in a state of disrepair and there a…";;;safetf2;26/05/2022 04:35;https://twitter.com/#!/simon_word/status/1529682528549863424;;;1529682528549863424;
simon_word;thee_kopje;;;;;;;;;;;;;Mentions;26/05/2022 15:18;RT @thee_kopje: #SafeTF2 valve pls fix https://t.co/tteDes8ZcK;;;safetf2;26/05/2022 15:18;https://twitter.com/#!/simon_word/status/1529844514583728133;;;1529844514583728133;
simon_word;redsoney;;;;;;;;;;;;;Mentions;26/05/2022 17:54;RT @redsoney: Choć gram w TF2 dopiero rok to już zdążyłem się w niej zakochać. Łamie mi się serce widząc jak z Team Fortressem 2 obchodzi s…;;;;26/05/2022 17:54;https://twitter.com/#!/simon_word/status/1529883787886313472;;;1529883787886313472;
simon_word;ciejezus;;;;;;;;;;;;;Mentions;26/05/2022 17:54;RT @CieJezus: #safeTF2. Pierwsza taka dobra gra i ostatnia ratować!!!! https://t.co/S5u9ZPPuFt;;;safetf2;26/05/2022 17:54;https://twitter.com/#!/simon_word/status/1529883798858608642;;;1529883798858608642;
simon_word;resteria27;;;;;;;;;;;;;Mentions;26/05/2022 17:55;RT @Resteria27: A game as legendary as tf2 does not deserve this kind of treatment—especially when Valve doesn't acknowledge the problem! @…;;;;26/05/2022 17:55;https://twitter.com/#!/simon_word/status/1529883845855784963;;;1529883845855784963;
simon_word;nyahnyahnikkini;;;;;;;;;;;;;Mentions;26/05/2022 17:55;RT @nyahnyahnikkini: I love tf2. such an amazing and timeless game, my first pc game that got me to where I am now, a full pc gamer and str…;;;;26/05/2022 17:55;https://twitter.com/#!/simon_word/status/1529883859235520515;;;1529883859235520515;
simon_word;derdiedasjan136;;;;;;;;;;;;;Mentions;26/05/2022 17:55;RT @derdiedasjan136: Today is the Day Today we will safe Tf2 Valve cant Ignore us Forever So Help us to Safe tf2 #SafeTF2 #TF2 https://t.co…;;;safetf2 tf2;26/05/2022 17:55;https://twitter.com/#!/simon_word/status/1529883895956660224;;;1529883895956660224;
simon_word;ariethefloof;;;;;;;;;;;;;Mentions;26/05/2022 17:55;RT @ArieTheFloof: #SafeTF2  stunning gameplay https://t.co/YaGaFGHZlI;;;safetf2;26/05/2022 17:55;https://twitter.com/#!/simon_word/status/1529883902839607296;;;1529883902839607296;
simon_word;system64exe;;;;;;;;;;;;;Mentions;26/05/2022 17:55;RT @System64exe: #SafeTF2 We want to play with real people, we don’t want bots! https://t.co/kdfB0YXecD;;;safetf2;26/05/2022 17:55;https://twitter.com/#!/simon_word/status/1529883915661492226;;;1529883915661492226;
simon_word;valvesoftware;;;;;;;;;;;;;Mentions;26/05/2022 17:55;RT @BSwagolini: #SafeTF2 Man i love tf2 and its sad that game is unplayable @valvesoftware pls do something give us updates https://t.co/hB…;;;safetf2;26/05/2022 17:55;https://twitter.com/#!/simon_word/status/1529883936788303872;;;1529883936788303872;
simon_word;bswagolini;;;;;;;;;;;;;Mentions;26/05/2022 17:55;RT @BSwagolini: #SafeTF2 Man i love tf2 and its sad that game is unplayable @valvesoftware pls do something give us updates https://t.co/hB…;;;safetf2;26/05/2022 17:55;https://twitter.com/#!/simon_word/status/1529883936788303872;;;1529883936788303872;
simon_word;bernsteinluchs_;;;;;;;;;;;;;Mentions;26/05/2022 17:55;RT @BernsteinLuchs_: #SafeTF2 having about 800 hours in this game, many good matches and Conga parties.…;;;safetf2;26/05/2022 17:55;https://twitter.com/#!/simon_word/status/1529883944992354313;;;1529883944992354313;
simon_word;pogo_the_goat;;;;;;;;;;;;;Mentions;26/05/2022 17:55;RT @Pogo_the_goat: Them. Today we only ask for one thing, that you heard our voice and #SafeTF2 from the plague of bots so other people not…;;;safetf2;26/05/2022 17:55;https://twitter.com/#!/simon_word/status/1529883960184123402;;;1529883960184123402;
simon_word;iberrykarsen;;;;;;;;;;;;;Mentions;26/05/2022 17:55;"RT @iBerryKarsen: #safetf2
TF2 is an amazing game and it sucks  to see its default mode basically left to rot with bots
It has amazing char…";;;safetf2;26/05/2022 17:55;https://twitter.com/#!/simon_word/status/1529883988407595009;;;1529883988407595009;
simon_word;birbbrain2;;;;;;;;;;;;;Mentions;26/05/2022 17:55;RT @BirbBrain2: This game means so much to so many people, don't let it die like this! #SafeTF2 https://t.co/VwjzS9I0dJ;;;safetf2;26/05/2022 17:55;https://twitter.com/#!/simon_word/status/1529883996720705538;;;1529883996720705538;
simon_word;seriel18;;;;;;;;;;;;;Mentions;26/05/2022 17:55;RT @Seriel18: #SafeTF2 I've been playing this game for a couple years now, and i can't even imagine my life without it. https://t.co/7qJgPi…;;;safetf2;26/05/2022 17:55;https://twitter.com/#!/simon_word/status/1529884007269380096;;;1529884007269380096;
simon_word;dude_stay;;;;;;;;;;;;;Mentions;26/05/2022 17:55;RT @dude_stay: Nice going guys #SafeTF2 https://t.co/mXIfiyf4Nh;;;safetf2;26/05/2022 17:55;https://twitter.com/#!/simon_word/status/1529884037829087234;;;1529884037829087234;
simon_word;khaki_jeanart;;;;;;;;;;;;;Mentions;26/05/2022 17:56;"RT @Khaki_JeanArt: Grab an issue of ""Mann Co. Lazy Businessmann"". 
Know what's been happening with our mercs, when those bots attacked. It'…";;;;26/05/2022 17:56;https://twitter.com/#!/simon_word/status/1529884079453257729;;;1529884079453257729;
simon_word;n0lansn;;;;;;;;;;;;;Mentions;26/05/2022 17:56;RT @N0lansn: #SafeTF2 valve, listen to us please https://t.co/5W2pdBfTXF;;;safetf2;26/05/2022 17:56;https://twitter.com/#!/simon_word/status/1529884141587775490;;;1529884141587775490;
simon_word;bombineer;;;;;;;;;;;;;Mentions;26/05/2022 17:56;RT @bombineer: Started tf2 in 2014, but still loving it and want to go back to casuals with out the problem of bots. So lets #SafeTF2 Valve…;;;safetf2;26/05/2022 17:56;https://twitter.com/#!/simon_word/status/1529884149246574594;;;1529884149246574594;
simon_word;stupidslowking;;;;;;;;;;;;;Mentions;26/05/2022 17:56;RT @StupidSlowking: TF2 is probably my favorite game of all time. I've made so many great memories and met great people. From 2016 playing…;;;;26/05/2022 17:56;https://twitter.com/#!/simon_word/status/1529884157127663617;;;1529884157127663617;
simon_word;mrchips63038060;;;;;;;;;;;;;Mentions;26/05/2022 17:56;"RT @MrChips63038060: #SafeTF2 
Valve please Update the game https://t.co/DKYlUIaaM6";;;safetf2;26/05/2022 17:56;https://twitter.com/#!/simon_word/status/1529884167592464384;;;1529884167592464384;
simon_word;glacialgrater;;;;;;;;;;;;;Mentions;26/05/2022 17:56;RT @GlacialGrater: #SafeTF2  i really enjoy tf2 cuz i really like weapons, classes, gamemode's and hats. but #PleaseValve fix the bot probl…;;;safetf2 pleasevalve;26/05/2022 17:56;https://twitter.com/#!/simon_word/status/1529884200521842691;;;1529884200521842691;
simon_word;thewogbe;;;;;;;;;;;;;Mentions;26/05/2022 17:56;RT @TheWOGbe: Being the first shooter I ever played, Team Fortress 2 holds a very special place in my heart. I sincerely hope it finally ge…;;;;26/05/2022 17:56;https://twitter.com/#!/simon_word/status/1529884204485468160;;;1529884204485468160;
simon_word;jjjjjjatr;;;;;;;;;;;;;Mentions;26/05/2022 17:56;RT @jjjjjjatr: Everyone saying #SafeTF2 isn’t thinking high enough https://t.co/8jhhXIQa1i;;;safetf2;26/05/2022 17:56;https://twitter.com/#!/simon_word/status/1529884213759160332;;;1529884213759160332;
simon_word;khaki_jeanart;;;;;;;;;;;;;Mentions;26/05/2022 17:56;RT @Khaki_JeanArt: I've done some SFM posters in my spare time for the past year or two, such as there. I enjoyed making them along with pl…;;;;26/05/2022 17:56;https://twitter.com/#!/simon_word/status/1529884275948011522;;;1529884275948011522;
simon_word;dialga22239;;;;;;;;;;;;;Mentions;26/05/2022 17:57;RT @Dialga22239: TF2 is my first Game, I've ever played on Steam. A Game with a great Community and cool Players where I became Friends wit…;;;;26/05/2022 17:57;https://twitter.com/#!/simon_word/status/1529884421578534912;;;1529884421578534912;
simon_word;valvesoftware;;;;;;;;;;;;;Mentions;26/05/2022 17:57;RT @thewellclub: #SafeTF2 @valvesoftware Respectfully fix your game, make it playable once again. A game like this shouldn’t die due to the…;;;safetf2;26/05/2022 17:57;https://twitter.com/#!/simon_word/status/1529884435230994451;;;1529884435230994451;
simon_word;valvesoftware;;;;;;;;;;;;;Mentions;26/05/2022 17:57;RT @botorx9: Please @valvesoftware do something, we as a TF2 community are tired of this shit, no updates, bots taking over the servers. Lo…;;;;26/05/2022 17:57;https://twitter.com/#!/simon_word/status/1529884443472801804;;;1529884443472801804;
simon_word;botorx9;;;;;;;;;;;;;Mentions;26/05/2022 17:57;RT @botorx9: Please @valvesoftware do something, we as a TF2 community are tired of this shit, no updates, bots taking over the servers. Lo…;;;;26/05/2022 17:57;https://twitter.com/#!/simon_word/status/1529884443472801804;;;1529884443472801804;
simon_word;ffarquhard;;;;;;;;;;;;;Mentions;26/05/2022 17:57;"RT @FfarquharD: #SafeTF2 

Please i want to play the funny war themed hat simulator again without being flooded by bots or having to suffer…";;;safetf2;26/05/2022 17:57;https://twitter.com/#!/simon_word/status/1529884468395261959;;;1529884468395261959;
murathet;murathet;;;;;;;;;;;;;Tweet;26/05/2022 18:00;the fact that #safetf2 has been able to stay on the top of the trending tab(at least in the US) is honestly kinda h… https://t.co/CrcV7fQ3i7;https://twitter.com/i/web/status/1529885276130131969;twitter.com;safetf2;26/05/2022 18:00;https://twitter.com/#!/murathet/status/1529885276130131969;;;1529885276130131969;
localfatgamer1;abiufuz;;;;;;;;;;;;;Replies to;26/05/2022 18:04;@abiufuz darn. #safetf2;;;safetf2;26/05/2022 18:04;https://twitter.com/#!/localfatgamer1/status/1529886239326973963;;;1529886239326973963;1529885854981816321
localfatgamer1;localfatgamer1;;;;;;;;;;;;;Tweet;26/05/2022 18:02;#SafeTF2 I love tf2, so here it is! Please let's bring a better future for the funny hat trading game!;;;safetf2;26/05/2022 18:02;https://twitter.com/#!/localfatgamer1/status/1529885593446109191;;;1529885593446109191;
mathtriqueur;mathtriqueur;;;;;;;;;;;;;Tweet;26/05/2022 18:05;#SafeTF2 Nothing that I can personally add. I just want to play the game without issues.;;;safetf2;26/05/2022 18:05;https://twitter.com/#!/mathtriqueur/status/1529886338853511168;;;1529886338853511168;
mathtriqueur;mathtriqueur;;;;;;;;;;;;;Tweet;26/05/2022 18:07;RT @mathtriqueur: #SafeTF2 Nothing that I can personally add. I just want to play the game without issues.;;;safetf2;26/05/2022 18:07;https://twitter.com/#!/mathtriqueur/status/1529886851691163648;;;1529886851691163648;
7gamerx15;7gamerx15;;;;;;;;;;;;;Tweet;26/05/2022 18:12;#SafeTF2;;;safetf2;26/05/2022 18:12;https://twitter.com/#!/7gamerx15/status/1529888182661169153;;;1529888182661169153;
topmok;topmok;;;;;;;;;;;;;Tweet;26/05/2022 18:14;Hope is the last thing you lose #SafeTF2 https://t.co/pcr1azKx0S;;;safetf2;26/05/2022 18:14;https://twitter.com/#!/topmok/status/1529888648778461190;;;1529888648778461190;
kijuler;kijuler;;;;;;;;;;;;;Tweet;26/05/2022 18:16;nie gralam w tą gre jakos mega duzo ale te kilka godzin z przyjaciolmi byly tak smieszne ze troche smutno patrzec j… https://t.co/ynzrsU971u;https://twitter.com/i/web/status/1529889346010202113;twitter.com;;26/05/2022 18:16;https://twitter.com/#!/kijuler/status/1529889346010202113;;;1529889346010202113;
manugtrf;manugtrf;;;;;;;;;;;;;Tweet;26/05/2022 18:18;#SafeTF2 Pinche Valve, ya ni los albañiles cabrones, ya trabajen;;;safetf2;26/05/2022 18:18;https://twitter.com/#!/manugtrf/status/1529889836894539776;;;1529889836894539776;
facikwacik;steam;;;;;;;;;;;;;Replies to;26/05/2022 07:54;@Steam #safetf2;;;safetf2;26/05/2022 07:54;https://twitter.com/#!/facikwacik/status/1529732690873880577;;;1529732690873880577;1529530238165733381
martn69242;steam;;;;;;;;;;;;;Mentions;26/05/2022 18:19;Por favor @valvesoftware @Steam no dejen este gran juego insignia de su empresa morir lleno de bots y hackers al de… https://t.co/DDH2s9xxMG;https://twitter.com/i/web/status/1529889962627411991;twitter.com;;26/05/2022 18:19;https://twitter.com/#!/martn69242/status/1529889962627411991;;;1529889962627411991;
martn69242;valvesoftware;;;;;;;;;;;;;Mentions;26/05/2022 18:19;Por favor @valvesoftware @Steam no dejen este gran juego insignia de su empresa morir lleno de bots y hackers al de… https://t.co/DDH2s9xxMG;https://twitter.com/i/web/status/1529889962627411991;twitter.com;;26/05/2022 18:19;https://twitter.com/#!/martn69242/status/1529889962627411991;;;1529889962627411991;
yupie_12;yupie_12;;;;;;;;;;;;;Tweet;26/05/2022 18:21;I gotta be honest, i never really played the game. But damn i heard good stuff. Yall better keep this gold comming.… https://t.co/apC4vh6iFi;https://twitter.com/i/web/status/1529890568859529230;twitter.com;;26/05/2022 18:21;https://twitter.com/#!/yupie_12/status/1529890568859529230;;;1529890568859529230;
hell0hd;hell0hd;;;;;;;;;;;;;Tweet;26/05/2022 18:24;#SafeTF2.;;;safetf2;26/05/2022 18:24;https://twitter.com/#!/hell0hd/status/1529891339948765185;;;1529891339948765185;
julianmazzuca;julianmazzuca;;;;;;;;;;;;;Tweet;26/05/2022 18:32;Casi se llega a los 200k! #SafeTF2 https://t.co/3O02VHBhAd;;;safetf2;26/05/2022 18:32;https://twitter.com/#!/julianmazzuca/status/1529893153020313600;;;1529893153020313600;
dawudawudawuda;dawudawudawuda;;;;;;;;;;;;;Tweet;26/05/2022 18:34;#SafeTF2;;;safetf2;26/05/2022 18:34;https://twitter.com/#!/dawudawudawuda/status/1529893698728865823;;;1529893698728865823;
bswagolini;valvesoftware;;;;;;;;;;;;;Mentions;26/05/2022 16:01;#SafeTF2 Man i love tf2 and its sad that game is unplayable @valvesoftware pls do something give us updates https://t.co/hB76TwtX5l;;;safetf2;26/05/2022 16:01;https://twitter.com/#!/bswagolini/status/1529855330426966016;;;1529855330426966016;
bswagolini;bswagolini;;;;;;;;;;;;;Tweet;26/05/2022 16:03;#SafeTF2 https://t.co/Hm6T8qF4Nu;;;safetf2;26/05/2022 16:03;https://twitter.com/#!/bswagolini/status/1529855668454400000;;;1529855668454400000;
toto_geenen;bswagolini;;;;;;;;;;;;;Mentions;26/05/2022 18:27;RT @BSwagolini: #SafeTF2 Man i love tf2 and its sad that game is unplayable @valvesoftware pls do something give us updates https://t.co/hB…;;;safetf2;26/05/2022 18:27;https://twitter.com/#!/toto_geenen/status/1529891965139034112;;;1529891965139034112;
ntexttospeechtv;ntexttospeechtv;;;;;;;;;;;;;Tweet;26/05/2022 18:27;#SafeTF2 Come on, do something Valve.;;;safetf2;26/05/2022 18:27;https://twitter.com/#!/ntexttospeechtv/status/1529891985212944384;;;1529891985212944384;
toto_geenen;ntexttospeechtv;;;;;;;;;;;;;Mentions;26/05/2022 18:28;RT @nTEXTtospeechTV: #SafeTF2 Come on, do something Valve.;;;safetf2;26/05/2022 18:28;https://twitter.com/#!/toto_geenen/status/1529892120881991680;;;1529892120881991680;
razorrboxcutter;razorrboxcutter;;;;;;;;;;;;;Tweet;26/05/2022 18:27;#SafeTF2 !!!;;;safetf2;26/05/2022 18:27;https://twitter.com/#!/razorrboxcutter/status/1529891967965986816;;;1529891967965986816;
toto_geenen;razorrboxcutter;;;;;;;;;;;;;Mentions;26/05/2022 18:28;RT @razorrboxcutter: #SafeTF2 !!!;;;safetf2;26/05/2022 18:28;https://twitter.com/#!/toto_geenen/status/1529892127836192769;;;1529892127836192769;
jesus18216111;valvesoftware;;;;;;;;;;;;;Replies to;26/05/2022 18:04;@valvesoftware @valvesoftware #safetf2;;;safetf2;26/05/2022 18:04;https://twitter.com/#!/jesus18216111/status/1529886167767953413;;;1529886167767953413;1498435817777229824
toto_geenen;jesus18216111;;;;;;;;;;;;;Mentions;26/05/2022 18:28;RT @Jesus18216111: @valvesoftware @valvesoftware #safetf2;;;safetf2;26/05/2022 18:28;https://twitter.com/#!/toto_geenen/status/1529892257679265792;;;1529892257679265792;
wixxarion;wixxarion;;;;;;;;;;;;;Tweet;26/05/2022 18:01;#SafeTF2 https://t.co/L4sz6RQLS9;;;safetf2;26/05/2022 18:01;https://twitter.com/#!/wixxarion/status/1529885480589963272;;;1529885480589963272;
toto_geenen;wixxarion;;;;;;;;;;;;;Mentions;26/05/2022 18:28;RT @wixxarion: #SafeTF2 https://t.co/L4sz6RQLS9;;;safetf2;26/05/2022 18:28;https://twitter.com/#!/toto_geenen/status/1529892280785584128;;;1529892280785584128;
ariethefloof;ariethefloof;;;;;;;;;;;;;Tweet;26/05/2022 17:53;#SafeTF2  stunning gameplay https://t.co/YaGaFGHZlI;;;safetf2;26/05/2022 17:53;https://twitter.com/#!/ariethefloof/status/1529883332682858496;;;1529883332682858496;
toto_geenen;ariethefloof;;;;;;;;;;;;;Mentions;26/05/2022 18:29;RT @ArieTheFloof: #SafeTF2  stunning gameplay https://t.co/YaGaFGHZlI;;;safetf2;26/05/2022 18:29;https://twitter.com/#!/toto_geenen/status/1529892380400398348;;;1529892380400398348;
bernsteinluchs_;bernsteinluchs_;;;;;;;;;;;;;Tweet;26/05/2022 17:50;#SafeTF2 having about 800 hours in this game, many good matches and Conga parties.… https://t.co/VhN321ayiJ;https://twitter.com/i/web/status/1529882656745324544;twitter.com;safetf2;26/05/2022 17:50;https://twitter.com/#!/bernsteinluchs_/status/1529882656745324544;;;1529882656745324544;
bernsteinluchs_;bernsteinluchs_;;;;;;;;;;;;;Tweet;26/05/2022 18:00;"#SafeTF2 #TF2fanart In 2016 I played alot of TF2, so I show you some Fanarts I did back then. 

Im still a Pyro mai… https://t.co/SIl5RX5AMw";https://twitter.com/i/web/status/1529885233113444356;twitter.com;safetf2 tf2fanart;26/05/2022 18:00;https://twitter.com/#!/bernsteinluchs_/status/1529885233113444356;;;1529885233113444356;
toto_geenen;bernsteinluchs_;;;;;;;;;;;;;Mentions;26/05/2022 18:29;RT @BernsteinLuchs_: #SafeTF2 having about 800 hours in this game, many good matches and Conga parties.…;;;safetf2;26/05/2022 18:29;https://twitter.com/#!/toto_geenen/status/1529892414915325964;;;1529892414915325964;
stupidslowking;stupidslowking;;;;;;;;;;;;;Tweet;26/05/2022 17:46;TF2 is probably my favorite game of all time. I've made so many great memories and met great people. From 2016 play… https://t.co/ypYiUvSuie;https://twitter.com/i/web/status/1529881653337808903;twitter.com;;26/05/2022 17:46;https://twitter.com/#!/stupidslowking/status/1529881653337808903;;;1529881653337808903;
toto_geenen;stupidslowking;;;;;;;;;;;;;Mentions;26/05/2022 18:29;RT @StupidSlowking: TF2 is probably my favorite game of all time. I've made so many great memories and met great people. From 2016 playing…;;;;26/05/2022 18:29;https://twitter.com/#!/toto_geenen/status/1529892455839150092;;;1529892455839150092;
badaabing_de;badaabing_de;;;;;;;;;;;;;Tweet;26/05/2022 17:27;Hey gabe little wakeup call, push tf2 into the next phase - piles of gold and respect awaiting, #SafeTF2 #Valve;;;safetf2 valve;26/05/2022 17:27;https://twitter.com/#!/badaabing_de/status/1529876902911016961;;;1529876902911016961;
toto_geenen;badaabing_de;;;;;;;;;;;;;Mentions;26/05/2022 18:29;RT @badaabing_de: Hey gabe little wakeup call, push tf2 into the next phase - piles of gold and respect awaiting, #SafeTF2 #Valve;;;safetf2 valve;26/05/2022 18:29;https://twitter.com/#!/toto_geenen/status/1529892594935037952;;;1529892594935037952;
birbbrain2;birbbrain2;;;;;;;;;;;;;Tweet;26/05/2022 17:22;This game means so much to so many people, don't let it die like this! #SafeTF2 https://t.co/VwjzS9I0dJ;;;safetf2;26/05/2022 17:22;https://twitter.com/#!/birbbrain2/status/1529875720285081600;;;1529875720285081600;
toto_geenen;birbbrain2;;;;;;;;;;;;;Mentions;26/05/2022 18:29;RT @BirbBrain2: This game means so much to so many people, don't let it die like this! #SafeTF2 https://t.co/VwjzS9I0dJ;;;safetf2;26/05/2022 18:29;https://twitter.com/#!/toto_geenen/status/1529892609195487234;;;1529892609195487234;
